Timestamp,Redemption Count,Sales Count,Date,Year,Month,Hour,Minute,Day_of_Week_Num,Day_of_Week,Is_Weekend,Is_Off_Season,Net_Queue_Change
2015-05-08 14:30:00,12,132,2015-05-08,2015,5,14,30,4,Friday,0,0,120
2015-05-08 14:45:00,136,83,2015-05-08,2015,5,14,45,4,Friday,0,0,-53
2015-05-08 15:00:00,81,84,2015-05-08,2015,5,15,0,4,Friday,0,0,3
2015-05-08 15:15:00,21,91,2015-05-08,2015,5,15,15,4,Friday,0,0,70
2015-05-08 15:30:00,8,73,2015-05-08,2015,5,15,30,4,Friday,0,0,65
2015-05-08 15:45:00,179,71,2015-05-08,2015,5,15,45,4,Friday,0,0,-108
2015-05-08 16:00:00,26,179,2015-05-08,2015,5,16,0,4,Friday,0,0,153
2015-05-08 16:15:00,27,88,2015-05-08,2015,5,16,15,4,Friday,0,0,61
2015-05-08 16:30:00,113,51,2015-05-08,2015,5,16,30,4,Friday,0,0,-62
2015-05-08 16:45:00,71,73,2015-05-08,2015,5,16,45,4,Friday,0,0,2
2015-05-08 17:00:00,0,79,2015-05-08,2015,5,17,0,4,Friday,0,0,79
2015-05-08 17:15:00,0,64,2015-05-08,2015,5,17,15,4,Friday,0,0,64
2015-05-08 17:30:00,0,76,2015-05-08,2015,5,17,30,4,Friday,0,0,76
2015-05-08 17:45:00,44,18,2015-05-08,2015,5,17,45,4,Friday,0,0,-26
2015-05-08 18:00:00,0,46,2015-05-08,2015,5,18,0,4,Friday,0,0,46
2015-05-08 18:15:00,0,42,2015-05-08,2015,5,18,15,4,Friday,0,0,42
2015-05-08 18:30:00,42,25,2015-05-08,2015,5,18,30,4,Friday,0,0,-17
2015-05-08 18:45:00,2,19,2015-05-08,2015,5,18,45,4,Friday,0,0,17
2015-05-08 19:00:00,0,24,2015-05-08,2015,5,19,0,4,Friday,0,0,24
2015-05-08 19:15:00,0,48,2015-05-08,2015,5,19,15,4,Friday,0,0,48
2015-05-08 19:30:00,31,1,2015-05-08,2015,5,19,30,4,Friday,0,0,-30
2015-05-08 19:45:00,0,8,2015-05-08,2015,5,19,45,4,Friday,0,0,8
2015-05-08 20:00:00,0,8,2015-05-08,2015,5,20,0,4,Friday,0,0,8
2015-05-08 20:15:00,0,19,2015-05-08,2015,5,20,15,4,Friday,0,0,19
2015-05-08 20:30:00,0,128,2015-05-08,2015,5,20,30,4,Friday,0,0,128
2015-05-08 20:45:00,0,5,2015-05-08,2015,5,20,45,4,Friday,0,0,5
2015-05-08 21:00:00,0,4,2015-05-08,2015,5,21,0,4,Friday,0,0,4
2015-05-08 21:15:00,0,10,2015-05-08,2015,5,21,15,4,Friday,0,0,10
2015-05-08 21:30:00,0,18,2015-05-08,2015,5,21,30,4,Friday,0,0,18
2015-05-08 21:45:00,73,4,2015-05-08,2015,5,21,45,4,Friday,0,0,-69
2015-05-08 22:00:00,0,1,2015-05-08,2015,5,22,0,4,Friday,0,0,1
2015-05-08 22:15:00,0,11,2015-05-08,2015,5,22,15,4,Friday,0,0,11
2015-05-08 22:30:00,6,13,2015-05-08,2015,5,22,30,4,Friday,0,0,7
2015-05-08 23:15:00,0,3,2015-05-08,2015,5,23,15,4,Friday,0,0,3
2015-05-09 07:30:00,4,0,2015-05-09,2015,5,7,30,5,Saturday,1,0,-4
2015-05-09 07:45:00,4,9,2015-05-09,2015,5,7,45,5,Saturday,1,0,5
2015-05-09 08:00:00,0,19,2015-05-09,2015,5,8,0,5,Saturday,1,0,19
2015-05-09 08:15:00,24,9,2015-05-09,2015,5,8,15,5,Saturday,1,0,-15
2015-05-09 08:30:00,0,5,2015-05-09,2015,5,8,30,5,Saturday,1,0,5
2015-05-09 08:45:00,10,21,2015-05-09,2015,5,8,45,5,Saturday,1,0,11
2015-05-09 09:00:00,0,35,2015-05-09,2015,5,9,0,5,Saturday,1,0,35
2015-05-09 09:15:00,83,31,2015-05-09,2015,5,9,15,5,Saturday,1,0,-52
2015-05-09 09:30:00,70,84,2015-05-09,2015,5,9,30,5,Saturday,1,0,14
2015-05-09 09:45:00,78,83,2015-05-09,2015,5,9,45,5,Saturday,1,0,5
2015-05-09 10:00:00,127,134,2015-05-09,2015,5,10,0,5,Saturday,1,0,7
2015-05-09 10:15:00,79,93,2015-05-09,2015,5,10,15,5,Saturday,1,0,14
2015-05-09 10:30:00,135,150,2015-05-09,2015,5,10,30,5,Saturday,1,0,15
2015-05-09 10:45:00,159,149,2015-05-09,2015,5,10,45,5,Saturday,1,0,-10
2015-05-09 11:00:00,167,187,2015-05-09,2015,5,11,0,5,Saturday,1,0,20
2015-05-09 11:15:00,129,157,2015-05-09,2015,5,11,15,5,Saturday,1,0,28
2015-05-09 11:30:00,199,222,2015-05-09,2015,5,11,30,5,Saturday,1,0,23
2015-05-09 11:45:00,210,196,2015-05-09,2015,5,11,45,5,Saturday,1,0,-14
2015-05-09 12:00:00,200,224,2015-05-09,2015,5,12,0,5,Saturday,1,0,24
2015-05-09 12:15:00,180,187,2015-05-09,2015,5,12,15,5,Saturday,1,0,7
2015-05-09 12:30:00,196,214,2015-05-09,2015,5,12,30,5,Saturday,1,0,18
2015-05-09 12:45:00,194,205,2015-05-09,2015,5,12,45,5,Saturday,1,0,11
2015-05-09 13:00:00,224,245,2015-05-09,2015,5,13,0,5,Saturday,1,0,21
2015-05-09 13:15:00,194,236,2015-05-09,2015,5,13,15,5,Saturday,1,0,42
2015-05-09 13:30:00,307,288,2015-05-09,2015,5,13,30,5,Saturday,1,0,-19
2015-05-09 13:45:00,229,238,2015-05-09,2015,5,13,45,5,Saturday,1,0,9
2015-05-09 14:00:00,183,184,2015-05-09,2015,5,14,0,5,Saturday,1,0,1
2015-05-09 14:15:00,201,207,2015-05-09,2015,5,14,15,5,Saturday,1,0,6
2015-05-09 14:30:00,212,237,2015-05-09,2015,5,14,30,5,Saturday,1,0,25
2015-05-09 14:45:00,208,207,2015-05-09,2015,5,14,45,5,Saturday,1,0,-1
2015-05-09 15:00:00,176,185,2015-05-09,2015,5,15,0,5,Saturday,1,0,9
2015-05-09 15:15:00,179,214,2015-05-09,2015,5,15,15,5,Saturday,1,0,35
2015-05-09 15:30:00,204,211,2015-05-09,2015,5,15,30,5,Saturday,1,0,7
2015-05-09 15:45:00,188,229,2015-05-09,2015,5,15,45,5,Saturday,1,0,41
2015-05-09 16:00:00,159,162,2015-05-09,2015,5,16,0,5,Saturday,1,0,3
2015-05-09 16:15:00,129,123,2015-05-09,2015,5,16,15,5,Saturday,1,0,-6
2015-05-09 16:30:00,54,69,2015-05-09,2015,5,16,30,5,Saturday,1,0,15
2015-05-09 16:45:00,60,64,2015-05-09,2015,5,16,45,5,Saturday,1,0,4
2015-05-09 17:00:00,6,83,2015-05-09,2015,5,17,0,5,Saturday,1,0,77
2015-05-09 17:15:00,0,72,2015-05-09,2015,5,17,15,5,Saturday,1,0,72
2015-05-09 17:30:00,0,28,2015-05-09,2015,5,17,30,5,Saturday,1,0,28
2015-05-09 17:45:00,0,59,2015-05-09,2015,5,17,45,5,Saturday,1,0,59
2015-05-09 18:00:00,0,32,2015-05-09,2015,5,18,0,5,Saturday,1,0,32
2015-05-09 18:15:00,0,55,2015-05-09,2015,5,18,15,5,Saturday,1,0,55
